,original_cell_type,coarse_cell_type,z87,z91,z117,z104,z80,z88,z123,z3,z23,z58,z97,z21,z57,z18,z48,z85,z112,z29,z72,z90,z8,z79,z69,z109,z7,z76,z52,z9,z43,z27,z111,z17,z4,z6,z93,z74,z37,z70,z100,z119,z107,z11,z25,z20,z35,z63,z38,z127,z84,z102,z24,z83,z65,z99,z68,z101,z98,z106,z50,z0,z120,z92,z40,z105,z51,z75,z62,z42,z66,z73,z122,z15,z115,z31,z2,z89,z54,z113,z44,z121,z81,z46,z28,z33,z124,z5,z36,z14,z12,z59,z49,z94,z116,z56,z13,z41,z45,z16,z114,z10,z95,z19,z30,z71,z82,z110,z22,z77,z60,z64,z1,z26,z67,z32,z103,z108,z86,z34,z53,z125,z47,z55,z61,z96,z39,z118,z126,z78
k5_cluster_0,blood vessel endothelial cell,k5_cluster_0,-2.701572,-0.54426,0.29451275,-1.4314094,-0.9068117,-0.9190893,-1.7506542,-1.4814005,-0.11808777,-1.2277431,1.2132998,-1.7717819,-0.8556199,-0.5688009,-0.021921158,-1.3223581,-0.6957135,0.88655853,-0.03704834,-1.1428213,-1.7031016,-0.4772787,0.025438309,0.71226025,-0.9320564,-0.021186829,-0.5006666,0.040029526,0.674036,0.37995577,-1.0503836,-1.2860417,0.44145727,-0.046456337,0.61578465,0.15837288,1.3953052,-0.036975384,0.5143361,1.2529769,2.0291147,0.6638789,1.5906405,2.0583973,1.0639148,1.0461564,1.3991251,2.3210335,1.5468392,1.0429859,1.4567561,0.51637316,0.60138226,0.47041655,0.17693233,-0.31309366,0.6997943,2.596312,0.34568548,-0.38124228,1.0527182,0.9477768,-0.0757041,0.66150045,0.30490446,-0.64901114,0.7922082,0.8344941,-0.50041723,-0.34699106,0.04151106,1.7158847,-0.10087538,0.31105518,0.16995192,0.3439412,0.73537683,0.46062374,-0.11380148,1.2356424,0.5662384,1.9885445,-0.43964338,3.478766,3.03405,2.0749788,2.6028328,1.5474348,1.928092,2.1215048,1.9920764,0.60651445,1.1538134,2.1945972,1.5567408,-0.2792678,-0.23807335,0.6602521,1.0679975,0.8253646,0.49924946,1.8710203,0.8424444,-0.10608864,1.9099479,2.4714837,1.970293,0.7430129,0.158535,2.043939,2.0536141,0.43276978,0.41469526,1.573843,0.34635925,3.7207975,2.439393,1.3189735,3.0940742,1.5050683,0.16296673,2.990787,0.32207775,0.6150408,1.0350599,1.7170587,2.0631075,0.51478434
k5_cluster_0,myoepithelial cell of mammary gland,k5_cluster_0,-2.0503707,-1.816433,-0.91226053,0.4676361,-0.41829586,-1.2461677,-0.47326565,-2.0655723,0.2935915,-1.7220325,-0.51354027,-0.58724356,1.1992145,-1.5697126,0.4239149,-1.3089371,-1.1492124,-1.3883977,-0.30203962,-1.8927641,0.13430882,0.7183423,-0.41248703,-1.159545,-0.23951006,0.25699186,0.45336056,-0.32194185,-0.959455,-0.36203003,-1.6084337,-1.1945333,-0.5069785,1.2621574,0.92928696,-0.67061377,0.18359041,0.12751341,0.43648005,0.95852375,0.9236164,0.59083986,1.5641198,2.8072262,1.0506501,0.14422798,1.2428489,0.20534945,0.31614017,1.1463614,0.116104126,1.6233897,-0.055144787,1.6229663,-0.32497454,0.30496168,-1.027607,2.110866,1.9249048,-0.5896206,-0.3584032,1.4545007,1.0779157,0.044754505,-0.61402273,1.2608128,-0.566411,0.98549986,1.279305,0.15071678,1.5285559,0.47711325,0.80230856,1.7151308,1.7371602,-0.004711628,1.3348966,1.3245087,-0.68586063,0.965621,-0.63063335,0.62340164,2.2914276,2.1869154,2.1628246,1.9118896,3.3223467,1.3345199,1.9666109,0.07374239,2.6113868,0.63734055,0.5787668,2.009118,2.130952,-0.5556421,-0.40322876,2.6435304,1.1733413,2.260478,-0.015752316,1.2409787,-0.09895563,0.19015169,1.2060399,-0.29944277,1.042378,-0.5986867,1.2907434,1.9252048,0.83569574,2.1165018,0.52132416,0.35925722,0.5236249,1.5207715,1.260922,2.2861533,2.3123064,0.32620573,0.09562349,2.663136,0.83745575,0.4479289,1.8336177,0.52098894,2.6856956,2.2919607
k5_cluster_0,fibroblast of cardiac tissue,k5_cluster_0,-0.7571373,-0.6081629,-1.5132174,-1.6556592,-1.1156583,-0.2282896,-2.1428099,0.19028473,0.19833946,-1.2966876,-1.2550015,-0.74498177,-1.3923645,-0.9772148,1.0255022,-1.2606468,0.477911,0.46158218,-1.0678835,-0.06754875,1.1453953,2.0171819,0.079082966,-1.1066227,-0.557683,-1.181922,-0.15217304,-1.0338359,1.0858021,-0.025862217,-1.0801659,0.9278741,0.9775057,1.1181574,-0.5709567,1.7198696,0.81314516,0.9465046,-0.35463953,0.44613314,0.65235233,0.43557644,0.64755154,2.6615849,2.290822,1.3064833,3.1540642,0.39647722,0.6305404,0.6404462,-0.17519999,0.13736486,0.4179492,1.2739048,-0.13260412,1.3709378,-0.024635315,2.2820897,0.7063093,0.110076904,1.2023315,0.19711304,-0.4582548,0.5745406,0.066758156,-0.26027107,1.0525913,0.36011648,-0.7561836,0.014579296,0.79421234,-0.73031235,2.5862179,0.9703679,0.41948462,-0.88914156,0.44635105,0.47109175,0.06580591,0.8077297,-0.36910295,0.3501854,1.9044266,3.1377578,2.1681323,1.9095173,2.687767,2.3951354,2.042766,2.582563,0.64933395,1.1261873,0.74024343,1.792325,-0.07034063,2.3790827,1.3460178,1.8605132,1.5697613,1.574049,1.6663556,2.398172,1.1131053,0.12420225,0.41691875,1.111877,1.2633891,-0.0109062195,1.6918998,1.4652085,-0.29030848,2.8218117,0.3389101,0.43326902,0.3179922,1.8484402,0.7156334,1.5946136,2.9327793,0.5517645,0.54595375,0.44657373,0.1448679,1.9954848,2.210404,0.57697916,1.1865287,1.8808546
k5_cluster_0,luminal epithelial cell of mammary gland,k5_cluster_0,-1.553812,-1.0683808,-0.58916044,-0.8020706,-1.7251277,-1.8278122,-1.6529956,-0.4217677,0.28629303,-2.0692787,-0.060860634,0.6333122,0.096075535,-0.6424265,0.34829617,0.8800001,-0.7757664,0.48108387,-0.8697839,-0.46239376,0.6918678,1.132585,0.7985821,1.4553614,0.5738387,0.38163137,0.6175518,1.0944395,0.55498695,-0.1583972,-0.82233524,0.48982334,1.0506763,0.5417547,0.61266994,-0.3071928,0.0002040863,-0.03418827,0.715919,0.5031638,1.8061981,0.8243208,1.4354849,0.8840041,1.9516563,1.0299692,2.8132896,1.4049258,2.2084994,0.6865802,1.2392564,1.458363,0.30270004,1.0082188,0.27896357,0.68422556,0.5367079,1.0237231,-0.24826431,0.37348747,0.71174574,0.8238487,-0.25407362,1.6610322,1.1722331,-0.115814686,0.0143351555,1.0219026,1.1697097,0.5147238,1.3655787,-0.17266369,0.68061924,-0.017804146,0.70586824,0.27349377,-0.26878405,0.53150845,0.7098665,0.99053574,-0.002512455,1.5443239,0.29094267,0.98756504,3.2827673,2.386331,3.650528,1.6852369,2.1614728,1.8189855,3.0908217,0.7851968,0.7849231,1.2112484,-0.49854898,0.7569728,-0.2470231,1.5939856,1.7807016,2.586852,1.0344706,2.0733142,0.5548763,0.13044262,2.4668117,0.35554314,2.8586779,1.4972019,0.7834172,1.0322437,1.7283568,1.8418932,1.8185816,0.7105956,0.6330018,1.4497619,1.0125432,2.6864762,0.86742544,1.0970092,0.62015533,1.0895071,0.955987,1.9122825,2.4089847,1.6120362,2.313325,1.4342852
k5_cluster_0,oligodendrocyte,k5_cluster_0,-0.62736034,-1.3793063,0.9279423,-2.044541,-1.0466838,-1.4305844,-2.2964096,-0.70801973,0.6915684,-0.020803452,-2.0694404,-0.2114563,0.47485733,0.23154163,0.0042419434,0.22318077,0.07369995,-0.16815758,-0.69224024,-0.6509485,-0.5069537,0.3508811,1.6617527,0.04749441,-0.48090982,0.5511565,0.3654127,0.100512505,1.6582346,0.39437914,-0.8984089,1.1088853,0.6373825,0.017004013,0.5548525,1.5326052,-0.05045843,0.4835825,-0.055525303,0.8845849,1.3831778,0.1969204,1.4831996,0.45729733,1.0163126,1.1090803,1.3408942,2.426879,1.0900216,1.2306213,0.4331689,1.3871522,0.89822006,1.6870542,0.46602106,0.16128874,0.13101864,0.9531827,-0.2979622,0.6828418,1.2992468,2.0241952,1.8241916,-0.9838786,0.3045392,0.9638128,1.8999853,0.035766125,1.0756984,-0.6522336,0.7431226,0.40495396,0.52682304,-0.6253114,0.9085994,-1.308032,1.0503707,-0.049589157,0.22465372,-0.09697771,0.550642,-0.56777716,2.5876436,2.2879095,3.4881573,3.3913407,2.9198484,2.46835,3.0486512,3.4133072,1.8868003,1.4982786,1.4910755,1.3906689,-0.87145567,0.19646358,1.045618,0.62794924,0.4900713,2.816288,1.8981075,0.24199963,0.4180975,1.9373484,1.1671185,1.4956007,1.24721,1.9891415,1.8583713,0.91003704,1.1527381,0.94489527,0.4257474,1.4339433,1.2906284,2.3931246,1.711607,3.0112395,1.3038158,1.7788992,-0.46129942,1.8676028,3.4752154,1.3884144,1.8915682,1.6137338,1.6128955,2.909565
k5_cluster_0,keratinocyte,k5_cluster_0,-2.2439508,-3.400525,-1.8157477,0.26264954,-2.3880868,-1.9197574,-1.6923509,-2.2011628,-0.9247656,-3.1210623,-2.5745726,-1.3625755,-4.343892,-2.330017,-1.6463094,-1.2893934,-2.9679813,-2.052124,-1.8241477,-1.1907706,-6.3872585,0.52698517,-0.92130613,-1.2111807,-6.525421,-1.1286321,-4.975635,-1.2549186,-1.581181,-1.5236135,-0.55187225,-1.4980712,0.31791162,-0.78596115,0.51460886,-0.32296944,-0.7138643,-0.87991285,-0.4454937,-0.22685385,-0.5105748,0.7372427,0.64002275,1.04491,-0.4025588,-2.05016,0.80158234,-1.9893613,0.39973116,0.49228048,-1.8380375,0.20662737,1.1944213,0.20721817,-1.231988,-0.9180379,0.022400856,-0.2480483,0.55802727,-1.2616315,-0.39307642,-0.16943932,-0.8851023,-0.34668255,-5.062798,-7.110054,-2.3111472,-0.9122586,-0.7852044,-0.93953323,-0.6851125,-1.5929399,-1.2433977,-0.23758793,0.081302166,-0.59715796,-3.6913288,-0.16850567,-0.8281355,-0.67628384,-0.30642748,-0.45944834,-1.093679,1.0874729,1.9456792,2.259643,2.3042736,-0.21761274,-2.112774,2.289001,1.8044491,-3.5853271,-3.4517088,-0.6818938,0.85559034,-7.02451,-4.4563894,0.09203768,-2.2238226,0.25185776,1.5348625,0.5099888,-1.5504789,-1.33253,-0.03574419,-0.32839108,0.33511782,-0.9763694,1.0559258,0.68766737,0.6441984,-4.715247,-0.5704012,0.06835127,-0.43515635,0.22623253,-0.34668493,-0.028425694,-0.48334503,0.7771225,-2.1934361,2.15624,1.9907298,0.6691179,1.5453334,0.6680198,1.2861099,0.054460526
k5_cluster_0,tracheobronchial smooth muscle cell,k5_cluster_0,-3.633634,-1.8181806,-0.16770458,0.093037605,-0.42919636,-2.5347586,-1.9088926,-2.0007,-2.206462,-1.811758,-2.0414796,-1.9593992,-1.9075842,-0.04749298,-1.0474348,0.29176617,-1.0059667,-2.1659374,-1.2189374,-1.795115,0.45497417,-0.6072931,-1.5688663,1.0272732,-0.39184475,-1.4398847,-0.19605064,-1.0208097,-1.9644728,-1.4213037,-1.1225123,-1.1971545,0.5715089,0.2785735,-0.032260418,-0.8551388,-0.56846905,-1.1653914,-0.45593548,-0.7704463,1.4535527,-0.0019068718,0.011470318,1.67384,0.08941269,-0.27592564,0.55807495,0.29318047,-0.09973669,-0.099568844,-0.24027824,-0.75429153,0.3359337,-0.027365208,-1.1246696,-0.0971179,-0.46982813,0.055339336,0.118328094,0.5381303,-0.52110386,1.60572,-0.52885437,-0.44011974,-0.28502417,-0.6259303,-1.3250847,-0.5761857,-0.2501359,1.0312057,-0.23385,0.61112595,-0.073783875,2.043889,1.2883744,-1.0736766,-0.013076305,1.6283975,-0.09973812,-1.0735722,-1.1106143,0.02005148,-0.5029602,0.9645033,0.99792385,1.6942682,0.7630191,1.4232588,0.58365726,0.35294962,2.497209,0.2970519,-0.4013481,0.70335865,-0.7191415,-0.7207279,-0.106048584,-0.48854685,-0.18641853,0.9697895,-0.638947,0.14189243,0.35508442,0.24936914,0.118965626,-0.528985,0.01906681,-0.689693,0.35573292,-1.2263474,-0.7753787,-0.35513067,1.3652964,0.57131386,1.1203351,1.3557954,1.4303341,2.732121,2.4856663,-0.10181427,1.2452402,0.5974159,-0.37729788,0.34612083,0.6305089,-0.043047428,1.2269502,2.038003
k5_cluster_0,enteric smooth muscle cell,k5_cluster_0,-0.19463062,-2.4403834,-1.7730079,-0.49876213,-2.6993847,0.23894215,-2.3575048,-2.1820717,-2.2053895,-1.8002086,-0.06004715,-1.8088517,0.61012363,-1.0514174,-0.749495,-0.77027225,-0.06745243,-1.8317008,-0.6141825,-1.9942927,0.5221338,0.033430576,-1.0452352,-1.0577402,-0.6311612,0.35998106,0.02610302,-1.1491046,-1.004909,-0.032726765,-1.16323,-1.3718228,1.206069,-0.37042665,0.8898964,-0.0727644,-1.3692312,-1.0417318,-0.05885601,0.093895435,-0.0045371056,0.18401814,-0.36330318,0.99485636,-0.5685806,0.6343608,1.695982,-0.18659592,0.18065691,0.9478898,0.51117945,0.6034994,-0.33934927,0.51670027,-0.25766468,-0.730124,-0.736423,-0.22293568,0.84518576,-0.43739748,0.5843687,0.67243576,-0.9985914,-0.31457138,0.39887667,0.6213608,-0.7248869,0.07876301,0.7583976,1.2511659,1.4427862,0.5649309,-0.40121412,1.1169558,0.77737665,-0.6087842,0.6573348,-0.34467554,0.07201147,-0.6256113,-0.7174921,-0.9190502,2.1758804,0.5223236,2.7836642,1.9104228,0.4233451,0.35279083,0.95040417,1.411078,2.6031146,0.48066664,-0.11150074,0.6785579,0.5722246,-0.6723933,-0.06513357,0.50597477,-0.10508633,0.17314816,-0.3409233,0.71504974,-0.12732506,1.8003364,-0.06263876,0.43345833,0.8334713,1.6336303,0.95597315,1.2524171,-0.044148922,1.3775425,0.42042732,0.18967009,1.1317225,-0.25836658,2.5027294,2.7000442,1.4187913,0.8485613,0.318542,1.2875676,-0.44237995,0.1009016,1.8693666,1.1163301,0.8270097,0.31939983
k5_cluster_0,smooth muscle cell,k5_cluster_0,-2.0252647,-1.2392621,-2.1970525,-1.362432,-1.6445317,-1.7106352,-2.0623555,-1.9452472,-2.613833,-2.0311604,-1.724668,-1.9633765,-1.8411746,-1.0782218,-1.9530964,0.3541274,0.3969288,-2.2944646,-1.7241621,-1.8715959,-0.8859482,0.55997515,-1.2296147,-0.625288,-1.5861888,-0.5581989,-0.5686512,-1.2106776,-1.1602492,-0.47173262,-2.3613577,-1.6363635,-0.17364311,0.55064297,0.3521514,-1.4280624,-1.1243863,-1.3837981,-0.52892494,-0.66334534,-0.09325743,0.69722366,-0.7935896,0.9477639,-0.592402,-0.5403652,0.75563526,0.19323969,-0.47495174,0.04243946,0.2828827,-0.07218218,-0.20343351,-0.22891808,-0.28045225,-0.74542,-0.9063573,-0.37032747,0.35156918,-0.48718786,-0.98227024,0.49086285,-0.8293009,-0.7748194,-0.17048836,0.7181835,-0.90188694,-1.4472375,-0.5005894,-0.28088808,0.2619624,0.28328514,-1.0784173,0.7817879,-0.16390753,-1.1052709,-1.3327513,-2.0985498,-0.85803986,-1.1936827,-0.6441841,0.28230715,1.1971254,-0.30068684,1.6645808,1.6161013,1.3648186,1.7399893,-0.55144405,-1.225697,1.908217,0.983891,-0.393198,1.3330736,0.42378426,-0.67868996,-0.26046038,0.16990566,0.10896635,0.53505135,-0.2004652,0.36281586,0.24005318,0.96125317,-0.2905488,0.013158798,0.58483887,0.18462563,1.1897922,0.687366,-0.26390886,0.01900816,1.0532703,-0.010424137,0.79453325,-0.687469,2.011406,2.1686587,0.75600195,0.60644245,0.24222851,1.2816353,0.30674744,0.36441135,0.9650898,0.39764595,2.1409378,1.464961
k5_cluster_0,pericyte,k5_cluster_0,-2.6245832,-1.3739123,-1.5889487,-1.6763186,-1.0359168,-1.3418589,-1.546021,-1.8958168,-0.9357996,-1.8566918,-0.77730465,-2.187357,-1.736393,-1.0015073,-1.2597647,0.20460081,0.13669777,-0.8668885,-1.0325885,-1.2572122,-1.5530849,0.3594513,-1.2691932,-0.17652321,-5.1657486,-0.13829231,-1.349267,-0.43867874,-0.6554117,-1.0206122,-1.0716896,-0.99849176,-0.14525127,0.02640152,-0.059283733,-0.22147512,-0.7325778,-0.901073,0.12599945,-0.44766378,1.287179,1.0887408,-0.28551292,1.530343,1.0832715,0.15242434,0.44953632,0.65978575,0.426888,-0.20997953,-1.2275815,-0.29678106,-1.6432624,0.31275654,-0.18338346,-0.2893691,0.22340012,0.37565422,-0.107756615,0.31631613,0.11124897,-0.048687935,-1.2291322,-0.4871006,-0.97309685,-0.061717987,-0.40653944,-0.9750161,-0.45649672,-0.62270784,-0.26745415,1.1390986,-2.826003,0.70695114,0.6468663,-0.7276325,-0.70215416,-1.5573788,-0.46910048,-0.60060644,0.43567276,-1.1427112,-1.1094017,0.85008717,1.8077855,1.9882159,1.8824201,2.1051874,-0.3075714,1.5950341,0.9120369,0.54892254,-0.47703362,1.3583059,1.2944694,0.20003748,-0.011829853,0.2770667,-1.3468909,0.12532997,-0.16530323,-0.9002862,1.3532147,-0.2894721,0.071000576,-0.94755554,0.8855324,0.43715954,1.1156144,0.54781914,-0.27603722,0.11175299,0.90185213,0.38980627,1.9210563,-4.5752196,1.4914656,0.5666628,2.5066957,1.2817597,0.7087703,0.5349088,0.6101675,1.2210765,1.5839977,0.9101639,1.8384161,2.3189354
k5_cluster_0,vascular associated smooth muscle cell,k5_cluster_0,-2.052544,-0.7669811,-2.2497,-1.6202512,-0.7231469,-2.553985,-1.3370218,-1.2941427,-0.9572215,-2.4653745,-1.0871873,-2.5278425,-1.2043281,-0.8306198,-1.6807942,0.46196365,0.19936085,-1.3726907,-1.2069049,-1.4426913,-0.9740715,0.9480758,-0.7824316,-0.7155647,-1.883306,0.06634855,-0.48917532,-0.54749775,-0.7866516,0.17555428,-1.1418686,-0.6739402,0.44976473,1.2929773,0.8875952,0.56377745,0.18881369,-0.9277668,-1.0908542,-0.16393661,0.97193146,1.1043038,-3.3937044,1.1064482,0.8667526,-0.71436787,-0.08374834,0.84074545,0.52792835,0.06549215,0.43390322,0.45877743,-0.5452628,0.74446535,-0.07753134,0.49527073,-0.42109728,0.7949953,0.23326492,-0.3500371,-3.5096474,0.46076012,-0.5093126,0.5695524,-0.49397707,0.41374493,-0.68114614,-2.3217702,-0.5491991,-0.49944735,0.85204124,0.83974886,-0.16566515,0.9110365,0.9699855,-0.40041542,-2.0500607,1.3826003,-0.6861434,-0.86065483,-0.10166788,0.7791791,-0.45444393,1.2698298,2.3160863,2.0978584,1.9848609,1.7692695,0.10820007,1.1462708,1.6213207,1.1161313,0.67071486,1.5867119,2.0134878,0.23043203,-0.14502764,0.3007555,0.94359016,-0.2427516,0.7118616,0.69709444,2.3151436,0.49710846,0.29653597,0.083025455,1.4080911,0.61918163,2.4577022,-1.1478066,-1.9336,0.20305347,1.349442,0.19219112,0.777823,-0.6702337,2.5706797,1.8354683,0.6052456,2.0926447,1.0028119,0.4404297,0.7709565,1.994309,1.2031107,0.47805643,2.271288,2.1321878
k5_cluster_0,alveolar type 1 fibroblast cell,k5_cluster_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k5_cluster_0,alveolar type 2 fibroblast cell,k5_cluster_0,-3.0127525,-0.9069824,0.7489729,-1.8188286,-1.990735,-1.7017345,-2.5419817,-0.72463036,-1.4924111,-1.329515,-0.690783,-2.1617026,-1.5846424,-0.26981497,-1.4134774,-0.5392847,-1.3087974,-1.0568342,-0.94704485,-0.031033993,-0.44523144,-0.9100437,-1.5172057,0.6032858,-1.3059788,-1.4214392,0.4024353,0.06057787,-0.6811094,-0.8668194,-1.4957938,-0.093316555,0.10014582,-1.0110865,-0.44651222,-0.4396634,-0.66625786,-0.934989,-1.5520434,-0.7712593,0.53104115,-0.010735035,0.17161465,-0.47787905,-0.5931401,0.4388733,0.45217323,-0.37137794,0.7930188,-0.34258986,-0.6429167,-0.6074848,0.091003895,-0.29756737,-0.18072844,-0.27730083,-0.18982077,1.2373972,-0.8766012,-0.7840209,0.6133733,-0.7802396,-1.016429,-0.8439565,-0.5695853,-0.31072664,-0.17709017,0.3634076,-0.4550476,-0.96031,-0.31758595,-0.25938082,0.052679062,0.8788576,0.12174797,-0.5523505,1.1525216,-0.54307365,0.7639699,0.5829439,-0.18730307,0.8789449,-0.5736985,1.2165465,1.0462976,1.6898174,1.6043491,1.0789704,0.5549426,1.7900753,-0.41177034,-0.58812046,-0.7789912,0.9371309,0.99907637,1.1570659,0.19463587,-0.62921286,0.41888237,0.7817297,-0.84290886,0.9494934,2.1345081,-0.6229396,-0.624043,-0.611207,-0.10053158,-0.2150898,0.49407625,-1.2157845,-0.031796932,1.2818317,-0.2239666,0.013794899,-0.31937122,0.7502003,0.10850859,1.0370288,0.6473341,-0.023742199,1.1977577,-0.268373,0.713891,0.6369777,0.3722186,0.12565374,1.4219408,1.4345007
k5_cluster_0,bronchus fibroblast of lung,k5_cluster_0,-1.3284645,-0.48363876,-0.25630665,-2.7287302,-1.7519054,-0.54716206,-1.4279089,-1.0251594,-0.56563616,-0.2644186,-0.87471485,-1.6299815,-0.77775955,-0.83312225,-1.870409,-1.0019827,-1.8344903,-0.38181114,0.21387768,-1.0067792,-0.2539916,-0.57969904,0.27915573,0.079391,-1.6301074,-1.591742,-1.0419283,-0.7818756,-0.22040749,-1.6940308,-0.9298258,0.3352127,0.84252024,-0.14072657,0.1021595,-0.17419338,0.4053321,-0.5254812,-0.7085304,-0.7670121,-0.52715683,-0.30137634,0.011317253,-0.09397268,-0.84696627,-0.4725175,0.22794056,-0.3434825,-0.5175004,-0.4353261,-0.49290895,-1.3637261,-0.7801933,-0.19363642,-0.5608797,-0.22388506,0.10870409,0.558547,-1.8550563,-0.9093337,-0.46234417,-1.4373708,-1.5514884,-0.329906,-0.6408167,-0.3364935,-0.9981303,0.36907864,-1.2915463,-1.5327535,-1.1498332,0.094168186,-0.3586893,0.17018795,-0.7787399,0.6171217,-0.13428783,-0.9551153,0.6881809,-0.3367095,-0.83671,-0.17712355,1.8400373,0.70555115,0.49032116,1.6318574,0.6746402,1.0648303,0.6181083,1.6156077,-0.1853962,-0.514966,0.5273824,1.5393152,1.0263104,0.7474799,1.1432066,-0.8557048,-0.3731041,1.8263321,0.6175866,0.087723255,1.5083594,-0.1764903,-0.7427478,0.49572277,0.2864561,0.4072199,0.05418539,-1.115222,-1.8843818,-0.12947893,0.8789916,-0.1637888,-0.6501198,0.9498706,0.39002562,-0.44489574,1.4474239,-0.2011342,0.9607582,1.0085311,0.70938253,-0.72955227,0.0018129349,-0.091248035,2.1244774,1.2831049
k5_cluster_0,Schwann cell,k5_cluster_0,-2.5215545,-1.8020992,-1.2727208,-1.7943769,-0.63374996,-2.4202332,-2.1847167,-2.818563,-0.8826089,-2.2462773,0.23607826,-1.0076442,-1.1305013,-0.79934883,-2.2798781,0.0046954155,-0.7245183,-1.5430284,-1.5869422,-0.80176115,0.36466312,-0.11622,0.010231972,-1.3014555,-1.3161464,-0.23730087,-1.2986736,-1.1789165,-0.8951583,-0.76201725,-1.810976,-1.7202497,-1.0469766,-1.7721968,-1.9405518,-0.5892544,0.31055212,-0.50925064,-1.6619258,-0.6518154,0.39561796,0.61735153,-0.17360592,0.8292589,-0.16174412,0.33745718,-0.5528798,-0.29600382,0.48594666,-0.13458633,0.6305804,0.16698599,0.39695597,-0.42182302,-0.41595125,-0.36535025,0.20278358,1.7493663,1.2075071,-1.4280143,-1.0114884,-0.6558876,-1.6410046,-0.15611362,-0.043264866,0.09692621,-0.9781914,-0.46269798,-0.7060294,-1.0886312,-0.81794024,-0.77992773,-0.548399,0.09089279,-0.916697,-2.2261481,-1.7631679,-0.38633537,-1.0345821,-0.1516118,-0.709126,-0.25970554,-0.55360556,0.090165615,0.7951889,1.8735752,2.870613,1.2886624,1.2227225,-0.44086504,0.32948732,-0.9211974,-0.24685192,0.31458187,-0.60760593,-0.48853827,-0.75854015,0.3289895,-0.57239676,0.030619144,-1.291861,0.104519844,0.37881565,1.0860434,0.5157428,-0.1872611,-0.62830305,0.18159819,1.0740232,0.018009186,-0.4060216,-0.38954067,0.46172905,-0.71833277,0.6355591,1.0670047,-0.057439327,-0.0024523735,2.3143463,1.2614493,0.5775938,0.51779366,-0.017614365,-0.16483021,0.85032845,0.17694092,1.0756898,0.97014
k5_cluster_0,cardiac neuron,k5_cluster_0,-0.20505619,-1.4076333,-0.18877983,-0.23118114,-2.0623803,-1.7864523,-0.5733595,-0.31992817,-0.33263826,-0.043159485,0.89018345,-0.94323635,-1.2901158,0.15686607,-1.0099101,0.18894339,0.08766842,0.07463932,-1.9780116,1.0120325,-0.31942797,-1.3111086,1.1384258,-1.8626657,-1.1621895,-1.6136489,-1.300384,-0.48359537,0.5319414,-0.6147189,-1.518538,-0.71004486,-1.1486139,1.0092516,-1.6886735,0.3346672,0.73272943,0.3077669,-1.7514529,-0.0028734207,-0.4060502,0.91635704,0.8334732,-0.32670307,-0.17168903,0.33535337,0.59589815,0.18710423,-1.239635,0.8963151,1.6718383,0.78765774,-0.08452797,0.16549444,-0.12052584,1.2624583,0.08011532,1.9647241,2.2686367,-0.9880266,-0.4912305,-1.1935601,-0.7234545,-0.49296808,-0.777215,0.20445967,-0.44017076,-0.41780758,-0.3338933,-1.7813973,0.09523916,-1.3589883,1.9217291,-0.2181654,-1.3314538,-0.90537405,-1.6836486,-0.5404558,0.60386133,1.0264654,0.48213148,0.8038411,-0.35488462,3.1437125,1.4100137,2.8080559,2.3527246,1.7132154,-0.2316761,1.5542283,-0.35277557,0.49998236,-0.43888617,-0.05951643,0.00053977966,-0.57550335,1.0903158,0.27423763,0.36626244,0.95821714,0.3444271,0.56143236,0.29178333,0.10316086,1.3644433,0.5787029,-1.4609857,-0.43670368,1.3703275,0.52898836,0.87869835,1.0464811,1.0267453,0.52618456,2.1184888,0.5487542,-1.1850972,0.7231755,0.60060835,3.12812,-0.6274767,-0.14890194,0.41062975,-0.38199234,2.4978032,-0.69469357,0.80680704,0.41759014
