source,target,distance,rank
luminal epith. cell of mammary gland,respiratory basal cell,0.4033375752800935,13
luminal epith. cell of mammary gland,endothelial cell of lymphatic vessel,0.40378952461073225,14
luminal epith. cell of mammary gland,"CD4+, alpha-beta T cell",0.40514324887974096,15
luminal epith. cell of mammary gland,"naive thym.-der. CD4+, alpha-beta T cell",0.4061351171359734,16
luminal epith. cell of mammary gland,pericyte,0.4098852401780262,17
luminal epith. cell of mammary gland,enteroendocrine cell,0.41179343155703674,18
luminal epith. cell of mammary gland,"CD8-alpha-alpha+, lpha-eta intraepith. T cell",0.4141278278119307,19
luminal epith. cell of mammary gland,intermediate monocyte,0.4141930394382992,20
lung macrophage,intermediate monocyte,0.30646306098090603,1
lung macrophage,macrophage,0.3341121568498069,2
lung macrophage,elicited macrophage,0.3351239484340339,3
lung macrophage,"CD8+, alpha-beta cytotoxic T cell",0.3369679389261728,4
lung macrophage,monocyte,0.34455909027307297,5
lung macrophage,non-classical monocyte,0.37223036887766214,6
lung macrophage,kidney connecting tubule epith. cell,0.3754797159175324,7
lung macrophage,respiratory hillock cell,0.3775654137825123,8
lung macrophage,NK cell,0.37939411752507357,9
lung macrophage,clas. monocyte,0.38254828552095466,10
lung macrophage,mast cell,0.3839309124556096,11
lung macrophage,pulmonary artery endothelial cell,0.38640940258994916,12
lung macrophage,kidney collecting duct principal cell,0.3893897937536097,13
lung macrophage,dendritic cell,0.3991421028808899,14
lung macrophage,capillary endothelial cell,0.3996308794627519,15
lung macrophage,leukocyte,0.40015313452521906,16
lung macrophage,alveolar type 1 fibroblast cell,0.40854079588197045,17
lung macrophage,alpha-beta T cell,0.4087728868694275,18
lung macrophage,microglial cell,0.40966662617781247,19
lung macrophage,"CD4+, alpha-beta T cell",0.41008837193247083,20
lung pericyte,near-project. glutamatergic cortical neuron,0.32409021014893435,1
lung pericyte,pericyte,0.3540869082814533,2
lung pericyte,immature B cell,0.3604436068497322,3
lung pericyte,"naive thym.-der. CD8+, alpha-beta T cell",0.3751349123141767,4
lung pericyte,mucosal invariant T cell,0.37652672697272016,5
lung pericyte,"CD8+, alpha-beta mem. T cell",0.3771576597489711,6
lung pericyte,amacrine cell,0.37896605155647023,7
lung pericyte,naive B cell,0.38072111833967126,8
lung pericyte,vip GABAergic cortical interneuron,0.3852381437465151,9
lung pericyte,"CD14+, CD16- clas. monocyte",0.39106844010160813,10
lung pericyte,"CD8+, alpha-beta T cell",0.391604350252721,11
lung pericyte,IgG plasma cell,0.39423004725045474,12
lung pericyte,capillary endothelial cell,0.3970867402123296,13
lung pericyte,clas. monocyte,0.3978169322746862,14
lung pericyte,tracheobronchial smooth muscle cell,0.39935170095952854,15
lung pericyte,CD14+ monocyte,0.4028967756770827,16
lung pericyte,goblet cell,0.40351236093582665,17
lung pericyte,nasal mucosa goblet cell,0.40352439692460174,18
lung pericyte,pvalb GABAergic cortical interneuron,0.41225103510902894,19
lung pericyte,foveolar cell of stomach,0.4123575431460986,20
lymphocyte,leukocyte,0.29043340184526945,1
lymphocyte,"CD8+, alpha-beta T cell",0.3033892889914711,2
lymphocyte,mature NK T cell,0.3084960581083248,3
lymphocyte,"CD8+, alpha-beta mem. T cell",0.3344311712379481,4
lymphocyte,T cell,0.33652033978465723,5
lymphocyte,NK cell,0.3365749477436758,6
lymphocyte,endothelial cell,0.34082871547732463,7
lymphocyte,"activated CD8+, alpha-beta T cell",0.34311393990111927,8
lymphocyte,T-helper 17 cell,0.3476704241809131,9
lymphocyte,"CD4+, alpha-beta T cell",0.34910260455575925,10
lymphocyte,innate lymphoid cell,0.3501863714007242,11
lymphocyte,pericyte,0.3515257134333766,12
lymphocyte,basal cell,0.3598250904289958,13
lymphocyte,dendritic cell,0.3646359884867688,14
lymphocyte,lymphoid lineage restricted progenitor cell,0.3650420656699229,15
lymphocyte,keratinocyte,0.3765965735947189,16
lymphocyte,endothelial cell of lymphatic vessel,0.377493943260657,17
lymphocyte,mast cell,0.37893432103980484,18
lymphocyte,double negative T regulatory cell,0.3814608576470344,19
lymphocyte,"activated CD4+, alpha-beta T cell",0.38581943014463327,20
lymphoid lineage restricted progenitor cell,lymphocyte,0.3650420656699229,1
lymphoid lineage restricted progenitor cell,granulocyte,0.3669046487290658,2
lymphoid lineage restricted progenitor cell,hematopoietic stem cell,0.3888944484958875,3
lymphoid lineage restricted progenitor cell,"CD8+, alpha-beta T cell",0.3962678523689529,4
lymphoid lineage restricted progenitor cell,"activated CD4+, alpha-beta T cell",0.40535462759531404,5
lymphoid lineage restricted progenitor cell,"CD4+, alpha-beta T cell",0.418619523157458,6
lymphoid lineage restricted progenitor cell,retinal rod cell,0.4187329559269337,7
lymphoid lineage restricted progenitor cell,"activated CD8+, alpha-beta T cell",0.4215674067894085,8
lymphoid lineage restricted progenitor cell,lamp5 GABAergic cortical interneuron,0.42188539418059445,9
lymphoid lineage restricted progenitor cell,mast cell,0.42323448330149294,10
lymphoid lineage restricted progenitor cell,megakaryocyte-erythroid progenitor cell,0.4235306529548858,11
lymphoid lineage restricted progenitor cell,NK cell,0.42825143638080043,12
lymphoid lineage restricted progenitor cell,pericyte,0.42832376930554816,13
lymphoid lineage restricted progenitor cell,mem. T cell,0.4353532783978328,14
lymphoid lineage restricted progenitor cell,non-classical monocyte,0.4363319253041935,15
lymphoid lineage restricted progenitor cell,leukocyte,0.43713148267213464,16
lymphoid lineage restricted progenitor cell,pro-B cell,0.4389263943923267,17
lymphoid lineage restricted progenitor cell,alpha-beta T cell,0.44355019724579636,18
lymphoid lineage restricted progenitor cell,fibroblast of cardiac tissue,0.4436929762907801,19
lymphoid lineage restricted progenitor cell,mature NK T cell,0.44507400045703494,20
macrophage,intermediate monocyte,0.17544078786311645,1
macrophage,microglial cell,0.1803859840026375,2
macrophage,alveolar macrophage,0.21945179628009315,3
macrophage,monocyte,0.22520982877351925,4
macrophage,clas. monocyte,0.2459552971780179,5
macrophage,dendritic cell,0.25118181991152244,6
macrophage,T cell,0.26227362022644074,7
macrophage,pericyte,0.2853133797767541,8
macrophage,"central mem. CD8+, alpha-beta T cell",0.30034346828841496,9
macrophage,"CD8+, alpha-beta T cell",0.30035231555584885,10
macrophage,innate lymphoid cell,0.3031149166903815,11
macrophage,elicited macrophage,0.3092055715234939,12
macrophage,leukocyte,0.31048618222520474,13
macrophage,CD4+ helper T cell,0.31273195020869105,14
macrophage,club cell,0.312785750394038,15
macrophage,mature NK T cell,0.32301721843768383,16
macrophage,"effector CD8+, alpha-beta T cell",0.3272314691777578,17
macrophage,CD14+ monocyte,0.3282034959243393,18
macrophage,"CD4+, alpha-beta T cell",0.3297359224189581,19
macrophage,erythrocyte,0.3313372064379395,20
mast cell,hematopoietic stem cell,0.21266000780267613,1
mast cell,erythrocyte,0.23996390688609703,2
mast cell,megakaryocyte-erythroid progenitor cell,0.24332355700313923,3
mast cell,T cell,0.3135660334763153,4
mast cell,T follicular helper cell,0.320116022460494,5
mast cell,NK cell,0.3274343774050983,6
mast cell,innate lymphoid cell,0.32995675186383266,7
mast cell,granulocyte,0.34152036757209014,8
mast cell,intermediate monocyte,0.34373520720181105,9
mast cell,macrophage,0.350827146446122,10
mast cell,mem. T cell,0.3513132231558196,11
mast cell,"CD4+, alpha-beta T cell",0.3551893782598139,12
mast cell,plasma cell,0.3581812091385448,13
mast cell,"CD8+, alpha-beta T cell",0.3606316349233577,14
mast cell,mature NK T cell,0.3618414278308688,15
mast cell,T-helper 17 cell,0.36448652337229215,16
mast cell,CD4+ helper T cell,0.36475715557426003,17
mast cell,endothelial cell of lymphatic vessel,0.365602289990989,18
mast cell,regulatory T cell,0.3678226947401826,19
mast cell,clas. monocyte,0.37154278884081615,20
mature B cell,mem. B cell,0.33248439348996406,1
mature B cell,erythrocyte,0.3467229467339461,2
mature B cell,transitional stage B cell,0.3475226097963223,3
mature B cell,plasmablast,0.3522557598543702,4
mature B cell,"CD16+, CD56-dim NK cell",0.3766304189025814,5
mature B cell,megakaryocyte-erythroid progenitor cell,0.3857538638240612,6
mature B cell,erythroblast,0.4057581672989369,7
mature B cell,naive B cell,0.4087357656761491,8
mature B cell,hematopoietic stem cell,0.409368280664536,9
mature B cell,IgG plasma cell,0.4131198738384053,10
mature B cell,B cell,0.413294571211975,11
mature B cell,vein endothelial cell,0.41527619349477285,12
mature B cell,immature B cell,0.4291271872492898,13
mature B cell,NK cell,0.4306018471943165,14
mature B cell,pre. B cell,0.43304035147586817,15
mature B cell,retinal ganglion cell,0.4338591623709491,16
mature B cell,"CD8+, alpha-beta mem. T cell",0.4348600986462954,17
mature B cell,L2/3-6 IT projecting neuron,0.44219412545419734,18
mature B cell,"activated CD8+, alpha-beta T cell",0.4459687159513024,19
mature B cell,mem. T cell,0.4469698667379578,20
mature NK T cell,"effector CD8+, alpha-beta T cell",0.2005746524411005,1
mature NK T cell,innate lymphoid cell,0.204561381637265,2
mature NK T cell,NK cell,0.2416379216832668,3
mature NK T cell,"CD8+, alpha-beta T cell",0.25284012707623826,4
mature NK T cell,T cell,0.2727748458405471,5
mature NK T cell,"CD8+, alpha-beta mem. T cell",0.2748729995926852,6
mature NK T cell,T-helper 17 cell,0.2809590710811738,7
mature NK T cell,T follicular helper cell,0.2891423019189632,8
mature NK T cell,CD4+ helper T cell,0.29038450904864854,9
mature NK T cell,"effector mem. CD8+, alpha-beta T cell",0.2934490699207637,10
mature NK T cell,endothelial cell,0.2948887665473947,11
mature NK T cell,gamma-delta T cell,0.2967335993926412,12
mature NK T cell,"effector mem. CD8+, alpha-beta T cell, term. diff.",0.3009328103599389,13
mature NK T cell,"naive thym.-der. CD8+, alpha-beta T cell",0.30481060519627656,14
mature NK T cell,lymphocyte,0.3084960581083248,15
mature NK T cell,leukocyte,0.30861639468811575,16
mature NK T cell,"CD16+, CD56-dim NK cell",0.3108732723233625,17
mature NK T cell,"CD4+, alpha-beta T cell",0.31147993168766186,18
mature NK T cell,erythrocyte,0.31512412451568206,19
mature NK T cell,regulatory T cell,0.317735883935897,20
mature T cell,"CD8+, alpha-beta T cell",0.2887551191859471,1
mature T cell,"activated CD8+, alpha-beta T cell",0.31122013771413537,2
mature T cell,NK cell,0.31446699699150105,3
mature T cell,T cell,0.3159823318258326,4
mature T cell,T-helper 17 cell,0.3514533238467764,5
mature T cell,"effector CD8+, alpha-beta T cell",0.3516992485296082,6
mature T cell,mature NK T cell,0.35239586534392864,7
mature T cell,mem. T cell,0.35266878839008864,8
mature T cell,"CD4+, alpha-beta T cell",0.3565622282231846,9
mature T cell,"effector mem. CD8+, alpha-beta T cell",0.35744187365783975,10
mature T cell,oligodendrocyte pre. cell,0.3697521368274672,11
mature T cell,innate lymphoid cell,0.37415564924422295,12
mature T cell,plasma cell,0.3763850844730301,13
mature T cell,gamma-delta T cell,0.38130677135439905,14
mature T cell,"activated CD4+, alpha-beta T cell",0.3826353059924854,15
mature T cell,microglial cell,0.3873471879358503,16
mature T cell,erythrocyte,0.3879257955972918,17
mature T cell,lymphocyte,0.39154885952798024,18
mature T cell,mature gamma-delta T cell,0.3923862829401049,19
mature T cell,macrophage,0.39487700413715265,20
mature alpha-beta T cell,"CD8+, alpha-beta T cell",0.23127060468160643,1
mature alpha-beta T cell,"CD4+, alpha-beta T cell",0.25574374057857585,2
mature alpha-beta T cell,"activated CD4+, alpha-beta T cell",0.3102485041997559,3
mature alpha-beta T cell,mem. T cell,0.3222763208851289,4
mature alpha-beta T cell,"naive thym.-der. CD4+, alpha-beta T cell",0.32639947654355606,5
mature alpha-beta T cell,CD4+ helper T cell,0.33709008718133715,6
mature alpha-beta T cell,mature gamma-delta T cell,0.34304066599947747,7
mature alpha-beta T cell,innate lymphoid cell,0.34698692107094053,8
mature alpha-beta T cell,regulatory T cell,0.3548372696915011,9
mature alpha-beta T cell,T follicular helper cell,0.3568359070788417,10
mature alpha-beta T cell,B cell,0.3664874005799936,11
mature alpha-beta T cell,"central mem. CD4+, alpha-beta T cell",0.3678357372107224,12
mature alpha-beta T cell,alpha-beta T cell,0.3718203842121601,13
mature alpha-beta T cell,respiratory basal cell,0.3729204297845562,14
mature alpha-beta T cell,kidney loop Henle thick asc. limb epith. cell,0.37683992130102295,15
mature alpha-beta T cell,T-helper 17 cell,0.3797944631676946,16
mature alpha-beta T cell,"CD4+, alpha-beta mem. T cell",0.38615979618150653,17
mature alpha-beta T cell,"CD16+, CD56-dim NK cell",0.38776047759493537,18
mature alpha-beta T cell,neuron,0.3890593731726487,19
mature alpha-beta T cell,T cell,0.39162974739549206,20
mature gamma-delta T cell,"CD8+, alpha-beta T cell",0.27264681578510963,1
mature gamma-delta T cell,mature alpha-beta T cell,0.34304066599947747,2
mature gamma-delta T cell,gamma-delta T cell,0.3532840379547384,3
mature gamma-delta T cell,myoepithelial cell of mammary gland,0.3723140469196565,4
mature gamma-delta T cell,mature T cell,0.3923862829401049,5
mature gamma-delta T cell,lymphocyte,0.40891183496831673,6
mature gamma-delta T cell,kidney loop Henle thin des. limb epith. cell,0.4102208448662037,7
mature gamma-delta T cell,innate lymphoid cell,0.4125251314445969,8
mature gamma-delta T cell,"effector CD8+, alpha-beta T cell",0.4196501774489241,9
mature gamma-delta T cell,mature NK T cell,0.4205617363281149,10
mature gamma-delta T cell,retinal rod cell,0.4210074749989774,11
mature gamma-delta T cell,"activated CD8+, alpha-beta T cell",0.4327395848812512,12
mature gamma-delta T cell,NK cell,0.44025493878968325,13
mature gamma-delta T cell,alpha-beta T cell,0.44095065235701403,14
mature gamma-delta T cell,macrophage,0.4443490916546483,15
mature gamma-delta T cell,neuron,0.4481079932642834,16
mature gamma-delta T cell,IgG plasma cell,0.4485193594796816,17
mature gamma-delta T cell,glutamatergic neuron,0.4488553011805564,18
mature gamma-delta T cell,basal cell of epithelium of trachea,0.44961368551547787,19
mature gamma-delta T cell,elicited macrophage,0.4537548077768254,20
megakaryocyte-erythroid progenitor cell,hematopoietic stem cell,0.09609491308087037,1
megakaryocyte-erythroid progenitor cell,erythrocyte,0.11897048524503706,2
megakaryocyte-erythroid progenitor cell,mast cell,0.24332355700313923,3
megakaryocyte-erythroid progenitor cell,pre. B cell,0.2684429868581558,4
megakaryocyte-erythroid progenitor cell,erythroblast,0.2878162429347101,5
megakaryocyte-erythroid progenitor cell,immature B cell,0.3379416565632929,6
megakaryocyte-erythroid progenitor cell,innate lymphoid cell,0.3522111548062906,7
megakaryocyte-erythroid progenitor cell,double negative thymocyte,0.3563377020693629,8
megakaryocyte-erythroid progenitor cell,"CD8+, alpha-beta T cell",0.3569667947267403,9
megakaryocyte-erythroid progenitor cell,NK cell,0.35974933777542284,10
