source,target,distance,rank
granulosa cell,kidney loop Henle thin des. limb epith. cell,0.38428198014473736,19
granulosa cell,Bergmann glial cell,0.38555467469270543,20
hematopoietic stem cell,megakaryocyte-erythroid progenitor cell,0.09609491308087037,1
hematopoietic stem cell,erythrocyte,0.1483916350068294,2
hematopoietic stem cell,mast cell,0.21266000780267613,3
hematopoietic stem cell,pre. B cell,0.2948677842611569,4
hematopoietic stem cell,erythroblast,0.3049272981663529,5
hematopoietic stem cell,innate lymphoid cell,0.306185161343569,6
hematopoietic stem cell,immature B cell,0.31545824137162615,7
hematopoietic stem cell,T cell,0.3228824479486492,8
hematopoietic stem cell,granulocyte,0.32635815865432705,9
hematopoietic stem cell,"central mem. CD4+, alpha-beta T cell",0.33932485037341176,10
hematopoietic stem cell,intermediate monocyte,0.3443239695817366,11
hematopoietic stem cell,enteric smooth muscle cell,0.3497032446387589,12
hematopoietic stem cell,mature NK T cell,0.3497333960387008,13
hematopoietic stem cell,plasmablast,0.3558296438592412,14
hematopoietic stem cell,"CD8+, alpha-beta T cell",0.356621679500983,15
hematopoietic stem cell,mem. B cell,0.361867081087185,16
hematopoietic stem cell,"naive thym.-der. CD4+, alpha-beta T cell",0.36635590337572366,17
hematopoietic stem cell,double negative thymocyte,0.3679065869581175,18
hematopoietic stem cell,"CD4+, alpha-beta T cell",0.3707243912170466,19
hematopoietic stem cell,basal cell,0.3711905434160575,20
immature B cell,naive B cell,0.21414015842698442,1
immature B cell,pre. B cell,0.2607178779403152,2
immature B cell,hematopoietic stem cell,0.31545824137162615,3
immature B cell,erythrocyte,0.31757021974575517,4
immature B cell,IgG plasma cell,0.32861966475614757,5
immature B cell,megakaryocyte-erythroid progenitor cell,0.3379416565632929,6
immature B cell,B cell,0.33953936960326303,7
immature B cell,innate lymphoid cell,0.3462960277862699,8
immature B cell,mem. B cell,0.35207274886075823,9
immature B cell,lung pericyte,0.3604436068497322,10
immature B cell,mature NK T cell,0.3614684987701883,11
immature B cell,plasmacytoid dendritic cell,0.3645631749836342,12
immature B cell,transitional stage B cell,0.37145627223434163,13
immature B cell,double negative thymocyte,0.3749133563202892,14
immature B cell,pro-B cell,0.3811751376993421,15
immature B cell,class switched mem. B cell,0.38887286703490653,16
immature B cell,"CD8+, alpha-beta T cell",0.39818229056194243,17
immature B cell,lymphocyte,0.39827588330504493,18
immature B cell,plasmablast,0.40175703226050175,19
immature B cell,"naive thym.-der. CD8+, alpha-beta T cell",0.4052055663824661,20
immature innate lymphoid cell,T-helper 17 cell,0.3503100220166623,1
immature innate lymphoid cell,transitional stage B cell,0.3558303192710317,2
immature innate lymphoid cell,granulosa cell,0.3742248998789369,3
immature innate lymphoid cell,cardiac muscle cell,0.3757407832551487,4
immature innate lymphoid cell,mast cell,0.3790514304379119,5
immature innate lymphoid cell,pro-B cell,0.3888095375639422,6
immature innate lymphoid cell,"CD8-alpha-alpha+, lpha-eta intraepith. T cell",0.3892559157549885,7
immature innate lymphoid cell,macrophage,0.3904460852578929,8
immature innate lymphoid cell,retinal rod cell,0.39684312629638996,9
immature innate lymphoid cell,innate lymphoid cell,0.40248978589600626,10
immature innate lymphoid cell,intermediate monocyte,0.405386222616578,11
immature innate lymphoid cell,hematopoietic stem cell,0.4086536686508504,12
immature innate lymphoid cell,enterocyte,0.4101163625036758,13
immature innate lymphoid cell,erythrocyte,0.410532276748485,14
immature innate lymphoid cell,endothelial cell,0.41059916949159614,15
immature innate lymphoid cell,"central mem. CD8+, alpha-beta T cell",0.41120171418591456,16
immature innate lymphoid cell,monocyte,0.41300156009193945,17
immature innate lymphoid cell,IgG plasma cell,0.41450479028840526,18
immature innate lymphoid cell,leukocyte,0.41554310295302554,19
immature innate lymphoid cell,corticothalamic-project. glutamatergic cortical neuron,0.4177366224654101,20
inflammatory macrophage,intermediate monocyte,0.34891462751436764,1
inflammatory macrophage,macrophage,0.3528170275775112,2
inflammatory macrophage,monocyte,0.3951625359371408,3
inflammatory macrophage,clas. monocyte,0.3964629963751525,4
inflammatory macrophage,alpha-beta T cell,0.4087335168148183,5
inflammatory macrophage,dendritic cell,0.41136297706834724,6
inflammatory macrophage,lung macrophage,0.41256856630858885,7
inflammatory macrophage,microglial cell,0.415641842170565,8
inflammatory macrophage,elicited macrophage,0.41656137984703756,9
inflammatory macrophage,retina horizontal cell,0.4215701862916623,10
inflammatory macrophage,CD14+ monocyte,0.4246654492431172,11
inflammatory macrophage,conventional dendritic cell,0.4279845854134875,12
inflammatory macrophage,IgG plasma cell,0.4366791645919623,13
inflammatory macrophage,respiratory hillock cell,0.44377680991659596,14
inflammatory macrophage,pro-B cell,0.4448979054417658,15
inflammatory macrophage,foveolar cell of stomach,0.4517249265145934,16
inflammatory macrophage,glutamatergic neuron,0.45243656971022506,17
inflammatory macrophage,Bergmann glial cell,0.4526194409613026,18
inflammatory macrophage,pre. B cell,0.4530402246005494,19
inflammatory macrophage,CD4+ helper T cell,0.4546438358408055,20
innate lymphoid cell,CD4+ helper T cell,0.12474830979592422,1
innate lymphoid cell,T cell,0.17970449673103273,2
innate lymphoid cell,"effector CD8+, alpha-beta T cell",0.19179204733295474,3
innate lymphoid cell,mature NK T cell,0.204561381637265,4
innate lymphoid cell,mem. T cell,0.22293783662035593,5
innate lymphoid cell,T follicular helper cell,0.2265934414496199,6
innate lymphoid cell,"CD4+, alpha-beta T cell",0.22850347837852147,7
innate lymphoid cell,mem. B cell,0.23200850052423505,8
innate lymphoid cell,"activated CD4+, alpha-beta T cell",0.2418071531205631,9
innate lymphoid cell,"CD4+, alpha-beta mem. T cell",0.24652953865059912,10
innate lymphoid cell,"CD8+, alpha-beta T cell",0.2490176320387797,11
innate lymphoid cell,T-helper 17 cell,0.2561737273220275,12
innate lymphoid cell,"CD8+, alpha-beta mem. T cell",0.25756179424181536,13
innate lymphoid cell,intermediate monocyte,0.2587007141101788,14
innate lymphoid cell,regulatory T cell,0.266999822880718,15
innate lymphoid cell,plasma cell,0.280728452697539,16
innate lymphoid cell,"naive thym.-der. CD4+, alpha-beta T cell",0.2822730753261321,17
innate lymphoid cell,erythrocyte,0.2834846298088517,18
innate lymphoid cell,naive T cell,0.2873225833021711,19
innate lymphoid cell,pre. B cell,0.2913968246461026,20
intermediate monocyte,macrophage,0.17544078786311645,1
intermediate monocyte,clas. monocyte,0.19361178894312792,2
intermediate monocyte,monocyte,0.2329770492880171,3
intermediate monocyte,non-classical monocyte,0.2538737493450255,4
intermediate monocyte,innate lymphoid cell,0.2587007141101788,5
intermediate monocyte,CD4+ helper T cell,0.28525919082951423,6
intermediate monocyte,dendritic cell,0.2875755142412677,7
intermediate monocyte,erythrocyte,0.29337209237874595,8
intermediate monocyte,"effector CD8+, alpha-beta T cell",0.29791676188312377,9
intermediate monocyte,lung macrophage,0.30646306098090603,10
intermediate monocyte,T cell,0.31625925581988323,11
intermediate monocyte,"CD8+, alpha-beta T cell",0.3215462682501584,12
intermediate monocyte,microglial cell,0.32250690693193373,13
intermediate monocyte,"CD4+, alpha-beta T cell",0.33134393348566515,14
intermediate monocyte,granulocyte,0.33478279086238805,15
intermediate monocyte,smooth muscle cell,0.3350227130363863,16
intermediate monocyte,"activated CD4+, alpha-beta T cell",0.3357070609632008,17
intermediate monocyte,mature NK T cell,0.335804041912555,18
intermediate monocyte,"effector mem. CD8+, alpha-beta T cell, term. diff.",0.3401728170078815,19
intermediate monocyte,conventional dendritic cell,0.3414594640647878,20
intestine goblet cell,enteroendocrine cell,0.33823589780463115,1
intestine goblet cell,enterocyte,0.34836393378380537,2
intestine goblet cell,capillary endothelial cell,0.3546252238415255,3
intestine goblet cell,mem. T cell,0.358035347156451,4
intestine goblet cell,alpha-beta T cell,0.36310830391919957,5
intestine goblet cell,granulosa cell,0.3661888568223094,6
intestine goblet cell,goblet cell,0.3740899472095923,7
intestine goblet cell,kidney loop Henle thin des. limb epith. cell,0.38090611243811057,8
intestine goblet cell,smooth muscle cell,0.3833777606484291,9
intestine goblet cell,club cell,0.3833789558319347,10
intestine goblet cell,ciliated columnar cell of tracheobronchial tree,0.38570558734499993,11
intestine goblet cell,"activated CD8+, alpha-beta T cell",0.38658761657039553,12
intestine goblet cell,vascular assoc. smooth muscle cell,0.3889351587056157,13
intestine goblet cell,type II pneumocyte,0.38964200762498746,14
intestine goblet cell,kidney collecting duct principal cell,0.4002257020200184,15
intestine goblet cell,regulatory T cell,0.4019321957133689,16
intestine goblet cell,kidney distal convoluted tubule epith. cell,0.40384147851518615,17
intestine goblet cell,foveolar cell of stomach,0.40915708672197815,18
intestine goblet cell,IgA plasma cell,0.41222494697092915,19
intestine goblet cell,megakaryocyte-erythroid progenitor cell,0.4130639154975203,20
intraepithelial lymphocyte,NK cell,0.36323831118354155,1
intraepithelial lymphocyte,mature NK T cell,0.37030079986137965,2
intraepithelial lymphocyte,nasal mucosa goblet cell,0.3920254026410962,3
intraepithelial lymphocyte,"CD8+, alpha-beta T cell",0.3978121987876315,4
intraepithelial lymphocyte,gamma-delta T cell,0.43181421058847047,5
intraepithelial lymphocyte,"CD8+, alpha-beta cytotoxic T cell",0.43491457665407884,6
intraepithelial lymphocyte,tracheal goblet cell,0.43734178566006343,7
intraepithelial lymphocyte,plasma cell,0.4447605560379577,8
intraepithelial lymphocyte,"CD4+, alpha-beta cytotoxic T cell",0.4462429103755551,9
intraepithelial lymphocyte,club cell,0.4477568768527108,10
intraepithelial lymphocyte,"double+, alpha-beta thymocyte",0.4504051975518013,11
intraepithelial lymphocyte,naive T cell,0.45400722728057175,12
intraepithelial lymphocyte,leukocyte,0.4540553444870423,13
intraepithelial lymphocyte,innate lymphoid cell,0.45492570267886445,14
intraepithelial lymphocyte,keratinocyte,0.4554374823868469,15
intraepithelial lymphocyte,plasmacytoid dendritic cell,0.45593225601448517,16
intraepithelial lymphocyte,basal cell,0.4573688746772646,17
intraepithelial lymphocyte,pro-B cell,0.4619737408080785,18
intraepithelial lymphocyte,pericyte,0.465833004186739,19
intraepithelial lymphocyte,"effector mem. CD8+, alpha-beta T cell, term. diff.",0.4684287080430998,20
keratinocyte,basal cell,0.052988687875736296,1
keratinocyte,club cell,0.2769257996661896,2
keratinocyte,respiratory hillock cell,0.29523050503637494,3
keratinocyte,dendritic cell,0.29554664371951167,4
keratinocyte,pericyte,0.2995630134226708,5
keratinocyte,smooth muscle cell,0.3027873384400993,6
keratinocyte,enteroendocrine cell,0.31086696616636755,7
keratinocyte,Schwann cell,0.31117448987650553,8
keratinocyte,respiratory basal cell,0.3270199851082781,9
keratinocyte,vascular assoc. smooth muscle cell,0.3274394045703424,10
keratinocyte,"CD4+, alpha-beta T cell",0.33085674755731187,11
keratinocyte,cardiac muscle cell,0.348070193589501,12
keratinocyte,capillary endothelial cell,0.34976967634206824,13
keratinocyte,NK cell,0.35218766229168785,14
keratinocyte,kidney loop Henle thin des. limb epith. cell,0.3539702912527162,15
keratinocyte,double negative T regulatory cell,0.35762434574009416,16
keratinocyte,astrocyte,0.35789216419223835,17
keratinocyte,endothelial cell of lymphatic vessel,0.35890213835655826,18
keratinocyte,"CD8+, alpha-beta T cell",0.3606482955388326,19
keratinocyte,nasal mucosa goblet cell,0.36145048281339653,20
kidney collecting duct intercalated cell,kidney distal convoluted tubule epith. cell,0.36180915878739517,1
kidney collecting duct intercalated cell,kidney connecting tubule epith. cell,0.3680095598571592,2
kidney collecting duct intercalated cell,kidney interstitial fibroblast,0.3722149769720945,3
kidney collecting duct intercalated cell,pulmonary artery endothelial cell,0.38281018052926086,4
kidney collecting duct intercalated cell,kidney collecting duct principal cell,0.3907001722252311,5
kidney collecting duct intercalated cell,retinal ganglion cell,0.4058040651148963,6
kidney collecting duct intercalated cell,"activated CD8+, alpha-beta T cell",0.40674225063350655,7
kidney collecting duct intercalated cell,T-helper 17 cell,0.4174703504898448,8
kidney collecting duct intercalated cell,respiratory hillock cell,0.4191570828994502,9
kidney collecting duct intercalated cell,pericyte,0.42091476222905055,10
kidney collecting duct intercalated cell,vip GABAergic cortical interneuron,0.4219573309217034,11
kidney collecting duct intercalated cell,kidney loop Henle thick asc. limb epith. cell,0.42849855558407746,12
kidney collecting duct intercalated cell,luminal epith. cell of mammary gland,0.42864792806095475,13
kidney collecting duct intercalated cell,foveolar cell of stomach,0.42875506985362155,14
kidney collecting duct intercalated cell,cardiac muscle cell,0.42932533328576816,15
kidney collecting duct intercalated cell,kidney loop Henle thin des. limb epith. cell,0.430320728358344,16
kidney collecting duct intercalated cell,mature NK T cell,0.4316626333120549,17
kidney collecting duct intercalated cell,ciliated columnar cell of tracheobronchial tree,0.4331376351254721,18
kidney collecting duct intercalated cell,"CD4+, alpha-beta T cell",0.4337259189534447,19
kidney collecting duct intercalated cell,"CD8+, alpha-beta T cell",0.43450426231955397,20
kidney collecting duct principal cell,kidney connecting tubule epith. cell,0.2490264088498838,1
kidney collecting duct principal cell,capillary endothelial cell,0.33666747537482655,2
kidney collecting duct principal cell,smooth muscle cell,0.33700883656367686,3
kidney collecting duct principal cell,mucous neck cell,0.33924499635705574,4
kidney collecting duct principal cell,club cell,0.3412698593232316,5
kidney collecting duct principal cell,mucosal invariant T cell,0.3513908878915557,6
kidney collecting duct principal cell,kidney loop Henle thin des. limb epith. cell,0.35425342393116566,7
kidney collecting duct principal cell,endothelial cell,0.36349501155485364,8
kidney collecting duct principal cell,respiratory basal cell,0.3642457053362371,9
kidney collecting duct principal cell,kidney distal convoluted tubule epith. cell,0.37204421496112294,10
kidney collecting duct principal cell,plasmacytoid dendritic cell,0.3726426886031867,11
kidney collecting duct principal cell,intermediate monocyte,0.3732248056572136,12
kidney collecting duct principal cell,lung macrophage,0.3893897937536097,13
kidney collecting duct principal cell,kidney collecting duct intercalated cell,0.3907001722252311,14
kidney collecting duct principal cell,basal cell,0.4001829061524099,15
kidney collecting duct principal cell,intestine goblet cell,0.4002257020200184,16
kidney collecting duct principal cell,pre. B cell,0.40059750555467877,17
kidney collecting duct principal cell,"effector mem. CD8+, alpha-beta T cell",0.4034274860790954,18
kidney collecting duct principal cell,"central mem. CD8+, alpha-beta T cell",0.4067328951710497,19
kidney collecting duct principal cell,chandelier pvalb GABAergic cortical interneuron,0.40890458908262983,20
kidney connecting tubule epith. cell,kidney collecting duct principal cell,0.2490264088498838,1
kidney connecting tubule epith. cell,kidney distal convoluted tubule epith. cell,0.29579982471043686,2
kidney connecting tubule epith. cell,vein endothelial cell,0.3123708403804233,3
kidney connecting tubule epith. cell,bronchus fibroblast of lung,0.32927400025661935,4
kidney connecting tubule epith. cell,retinal ganglion cell,0.34305451555743105,5
kidney connecting tubule epith. cell,"CD8+, alpha-beta cytotoxic T cell",0.3440853188138463,6
kidney connecting tubule epith. cell,"effector mem. CD8+, alpha-beta T cell, term. diff.",0.3507303821887955,7
kidney connecting tubule epith. cell,club cell,0.35553384956586354,8
kidney connecting tubule epith. cell,"central mem. CD8+, alpha-beta T cell",0.3637847355571684,9
kidney connecting tubule epith. cell,pro-B cell,0.36443117988622253,10
kidney connecting tubule epith. cell,kidney collecting duct intercalated cell,0.3680095598571592,11
kidney connecting tubule epith. cell,"CD4+, alpha-beta T cell",0.36806736728260037,12
kidney connecting tubule epith. cell,"activated CD8+, alpha-beta T cell",0.3700532271936937,13
kidney connecting tubule epith. cell,retina horizontal cell,0.3713617286399219,14
kidney connecting tubule epith. cell,lung macrophage,0.3754797159175324,15
kidney connecting tubule epith. cell,"CD8+, alpha-beta T cell",0.37551004819560607,16
kidney connecting tubule epith. cell,keratinocyte,0.375638472102821,17
kidney connecting tubule epith. cell,nasal mucosa goblet cell,0.3770654398745411,18
kidney connecting tubule epith. cell,fallopian tube secretory epith. cell,0.3780370610944508,19
kidney connecting tubule epith. cell,kidney loop Henle thick asc. limb epith. cell,0.3791007430776824,20
kidney distal convoluted tubule epith. cell,kidney connecting tubule epith. cell,0.29579982471043686,1
kidney distal convoluted tubule epith. cell,retina horizontal cell,0.2976397314701811,2
kidney distal convoluted tubule epith. cell,club cell,0.31299502586834504,3
kidney distal convoluted tubule epith. cell,kidney loop Henle thick asc. limb epith. cell,0.3231202895964893,4
kidney distal convoluted tubule epith. cell,basal cell of epithelium of trachea,0.32863905199414734,5
kidney distal convoluted tubule epith. cell,kidney loop Henle thin asc. limb epith. cell,0.32944423420985947,6
kidney distal convoluted tubule epith. cell,type II pneumocyte,0.3309734182394233,7
kidney distal convoluted tubule epith. cell,enteroendocrine cell,0.33579389825988637,8
kidney distal convoluted tubule epith. cell,IgG plasma cell,0.3435371219306693,9
kidney distal convoluted tubule epith. cell,foveolar cell of stomach,0.34592454988882293,10
kidney distal convoluted tubule epith. cell,Bergmann glial cell,0.351056157460935,11
kidney distal convoluted tubule epith. cell,retinal ganglion cell,0.3513514436003512,12
kidney distal convoluted tubule epith. cell,epith. cell of proximal tubule,0.351521529261423,13
kidney distal convoluted tubule epith. cell,kidney loop Henle thin des. limb epith. cell,0.35170107962723984,14
kidney distal convoluted tubule epith. cell,innate lymphoid cell,0.3520554743372547,15
kidney distal convoluted tubule epith. cell,respiratory hillock cell,0.35500201268277887,16
kidney distal convoluted tubule epith. cell,tracheal goblet cell,0.35838798203904465,17
kidney distal convoluted tubule epith. cell,endothelial cell,0.3612487337048017,18
kidney distal convoluted tubule epith. cell,mesothelial cell,0.361790713153733,19
kidney distal convoluted tubule epith. cell,kidney collecting duct intercalated cell,0.36180915878739517,20
kidney interstitial fibroblast,"activated CD4+, alpha-beta T cell",0.28496036467096864,1
kidney interstitial fibroblast,retinal ganglion cell,0.3270843761615977,2
kidney interstitial fibroblast,innate lymphoid cell,0.32918815197768014,3
kidney interstitial fibroblast,T follicular helper cell,0.33501425060541656,4
kidney interstitial fibroblast,CD4+ helper T cell,0.34930829401311936,5
kidney interstitial fibroblast,"CD14+, CD16+ monocyte",0.35171846692041386,6
kidney interstitial fibroblast,"CD14+, CD16- clas. monocyte",0.3517823222076275,7
kidney interstitial fibroblast,"CD8+, alpha-beta T cell",0.3517921256917631,8
kidney interstitial fibroblast,T-helper 17 cell,0.35273298808362286,9
kidney interstitial fibroblast,"activated CD8+, alpha-beta T cell",0.3600187255703171,10
kidney interstitial fibroblast,mature NK T cell,0.3648404135904737,11
kidney interstitial fibroblast,kidney collecting duct intercalated cell,0.3722149769720945,12
kidney interstitial fibroblast,smooth muscle cell,0.37468346262538776,13
kidney interstitial fibroblast,enteric smooth muscle cell,0.3754685564961201,14
kidney interstitial fibroblast,"CD4+, alpha-beta T cell",0.37622751958311196,15
kidney interstitial fibroblast,epith. cell of proximal tubule,0.3764658808709953,16
kidney interstitial fibroblast,mem. T cell,0.37958772611612257,17
kidney interstitial fibroblast,leukocyte,0.3820998953527458,18
kidney interstitial fibroblast,kidney loop Henle thin des. limb epith. cell,0.3841089325944116,19
kidney interstitial fibroblast,bronchus fibroblast of lung,0.38481078823779824,20
kidney loop Henle thick asc. limb epith. cell,kidney loop Henle thin asc. limb epith. cell,0.23552133057415825,1
kidney loop Henle thick asc. limb epith. cell,retinal ganglion cell,0.3144585798252866,2
kidney loop Henle thick asc. limb epith. cell,kidney loop Henle thin des. limb epith. cell,0.32008308246988315,3
kidney loop Henle thick asc. limb epith. cell,kidney distal convoluted tubule epith. cell,0.3231202895964893,4
kidney loop Henle thick asc. limb epith. cell,nasal mucosa goblet cell,0.32480858391462986,5
kidney loop Henle thick asc. limb epith. cell,endothelial cell,0.33080349140184784,6
kidney loop Henle thick asc. limb epith. cell,club cell,0.33351188815113797,7
kidney loop Henle thick asc. limb epith. cell,cardiac muscle cell,0.3484504666415271,8
kidney loop Henle thick asc. limb epith. cell,innate lymphoid cell,0.348972385156064,9
kidney loop Henle thick asc. limb epith. cell,"CD16-, CD56-bright NK cell",0.35098955137988697,10
kidney loop Henle thick asc. limb epith. cell,"naive thym.-der. CD4+, alpha-beta T cell",0.35165680547627465,11
kidney loop Henle thick asc. limb epith. cell,"effector CD8+, alpha-beta T cell",0.3550863980354191,12
kidney loop Henle thick asc. limb epith. cell,"central mem. CD8+, alpha-beta T cell",0.3565416708378888,13
kidney loop Henle thick asc. limb epith. cell,vein endothelial cell,0.35924874006245844,14
kidney loop Henle thick asc. limb epith. cell,"CD4+, alpha-beta T cell",0.36707106394388767,15
kidney loop Henle thick asc. limb epith. cell,CD4+ helper T cell,0.36860616854860784,16
kidney loop Henle thick asc. limb epith. cell,"CD8+, alpha-beta T cell",0.3716129419311711,17
kidney loop Henle thick asc. limb epith. cell,alpha-beta T cell,0.37312949957908126,18
kidney loop Henle thick asc. limb epith. cell,leukocyte,0.37634161008782074,19
kidney loop Henle thick asc. limb epith. cell,mature alpha-beta T cell,0.37683992130102295,20
kidney loop Henle thin asc. limb epith. cell,kidney loop Henle thick asc. limb epith. cell,0.23552133057415825,1
kidney loop Henle thin asc. limb epith. cell,retinal ganglion cell,0.2974458781096062,2
kidney loop Henle thin asc. limb epith. cell,kidney loop Henle thin des. limb epith. cell,0.3151020393550569,3
kidney loop Henle thin asc. limb epith. cell,kidney distal convoluted tubule epith. cell,0.32944423420985947,4
kidney loop Henle thin asc. limb epith. cell,foveolar cell of stomach,0.36344983900909134,5
kidney loop Henle thin asc. limb epith. cell,type II pneumocyte,0.36762880272336496,6
kidney loop Henle thin asc. limb epith. cell,mature NK T cell,0.3719138536592974,7
kidney loop Henle thin asc. limb epith. cell,nasal mucosa goblet cell,0.37375192202288887,8
kidney loop Henle thin asc. limb epith. cell,club cell,0.3756517787028313,9
kidney loop Henle thin asc. limb epith. cell,alpha-beta T cell,0.39164635371155776,10
kidney loop Henle thin asc. limb epith. cell,"CD16+, CD56-dim NK cell",0.39779059383226145,11
kidney loop Henle thin asc. limb epith. cell,cardiac muscle cell,0.400281913402888,12
kidney loop Henle thin asc. limb epith. cell,leukocyte,0.40199132578293006,13
kidney loop Henle thin asc. limb epith. cell,"naive thym.-der. CD4+, alpha-beta T cell",0.40306454065628494,14
kidney loop Henle thin asc. limb epith. cell,Schwann cell,0.4032564045897822,15
kidney loop Henle thin asc. limb epith. cell,kidney connecting tubule epith. cell,0.4036492629316354,16
kidney loop Henle thin asc. limb epith. cell,endothelial cell,0.4038714609144788,17
kidney loop Henle thin asc. limb epith. cell,lamp5 GABAergic cortical interneuron,0.40398586101427036,18
kidney loop Henle thin asc. limb epith. cell,IgA plasma cell,0.404397688339448,19
kidney loop Henle thin asc. limb epith. cell,epith. cell of proximal tubule,0.40582430504114064,20
kidney loop Henle thin des. limb epith. cell,kidney loop Henle thin asc. limb epith. cell,0.3151020393550569,1
kidney loop Henle thin des. limb epith. cell,kidney loop Henle thick asc. limb epith. cell,0.32008308246988315,2
kidney loop Henle thin des. limb epith. cell,epith. cell of proximal tubule,0.3320611666724713,3
kidney loop Henle thin des. limb epith. cell,endothelial cell of artery,0.34567075776389067,4
kidney loop Henle thin des. limb epith. cell,alpha-beta T cell,0.3466661601985379,5
kidney loop Henle thin des. limb epith. cell,retinal rod cell,0.348719052439595,6
kidney loop Henle thin des. limb epith. cell,ciliated columnar cell of tracheobronchial tree,0.350400144335976,7
kidney loop Henle thin des. limb epith. cell,kidney distal convoluted tubule epith. cell,0.35170107962723984,8
kidney loop Henle thin des. limb epith. cell,alveolar type 1 fibroblast cell,0.3526458372088984,9
kidney loop Henle thin des. limb epith. cell,endothelial cell,0.3527076676892309,10
kidney loop Henle thin des. limb epith. cell,keratinocyte,0.3539702912527162,11
kidney loop Henle thin des. limb epith. cell,kidney collecting duct principal cell,0.35425342393116566,12
kidney loop Henle thin des. limb epith. cell,"naive thym.-der. CD4+, alpha-beta T cell",0.35685520082274713,13
kidney loop Henle thin des. limb epith. cell,type II pneumocyte,0.35738286117215234,14
kidney loop Henle thin des. limb epith. cell,mesothelial cell,0.36936029941887294,15
kidney loop Henle thin des. limb epith. cell,tracheal goblet cell,0.37068596978395274,16
kidney loop Henle thin des. limb epith. cell,nasal mucosa goblet cell,0.372675208652967,17
kidney loop Henle thin des. limb epith. cell,basal cell,0.3792631041911029,18
kidney loop Henle thin des. limb epith. cell,"CD8+, alpha-beta T cell",0.3801466239314931,19
kidney loop Henle thin des. limb epith. cell,intestine goblet cell,0.38090611243811057,20
lamp5 GABAergic cortical interneuron,type I pneumocyte,0.3265500294114728,1
lamp5 GABAergic cortical interneuron,intermediate monocyte,0.34656675412087545,2
lamp5 GABAergic cortical interneuron,granulocyte,0.3533092304624855,3
lamp5 GABAergic cortical interneuron,T cell,0.3709068555412879,4
lamp5 GABAergic cortical interneuron,enterocyte,0.3776461126655952,5
lamp5 GABAergic cortical interneuron,macrophage,0.38118017446583874,6
lamp5 GABAergic cortical interneuron,retinal ganglion cell,0.39124109147172303,7
lamp5 GABAergic cortical interneuron,caudal ganglionic eminence der. GABAergic cortical interneuron,0.3914460511035568,8
lamp5 GABAergic cortical interneuron,"effector mem. CD8+, alpha-beta T cell, term. diff.",0.3958646321791587,9
lamp5 GABAergic cortical interneuron,"double+, alpha-beta thymocyte",0.398545016477003,10
lamp5 GABAergic cortical interneuron,Schwann cell,0.3997603436030679,11
lamp5 GABAergic cortical interneuron,alpha-beta T cell,0.4005706582047769,12
lamp5 GABAergic cortical interneuron,"activated CD4+, alpha-beta T cell",0.4024555840539771,13
lamp5 GABAergic cortical interneuron,kidney loop Henle thin asc. limb epith. cell,0.40398586101427036,14
lamp5 GABAergic cortical interneuron,basal cell of epithelium of trachea,0.4064062687182315,15
lamp5 GABAergic cortical interneuron,sst GABAergic cortical interneuron,0.41081128351390017,16
lamp5 GABAergic cortical interneuron,"activated CD8+, alpha-beta T cell",0.41506441368805247,17
lamp5 GABAergic cortical interneuron,"central mem. CD8+, alpha-beta T cell",0.41757811278851265,18
lamp5 GABAergic cortical interneuron,neuron,0.41849178852847224,19
lamp5 GABAergic cortical interneuron,"CD8+, alpha-beta T cell",0.41968719068925553,20
leukocyte,lymphocyte,0.29043340184526945,1
leukocyte,mature NK T cell,0.30861639468811575,2
leukocyte,macrophage,0.31048618222520474,3
leukocyte,CD4+ helper T cell,0.31362571298741315,4
leukocyte,T cell,0.31750484357131203,5
leukocyte,NK cell,0.3197766624357462,6
leukocyte,endothelial cell,0.3267546310019116,7
leukocyte,monocyte,0.3273639507081326,8
leukocyte,innate lymphoid cell,0.32981301145184927,9
leukocyte,T-helper 17 cell,0.33148416477991216,10
leukocyte,"CD8+, alpha-beta T cell",0.336753513849967,11
leukocyte,"CD4+, alpha-beta T cell",0.3455957820768846,12
leukocyte,"effector CD8+, alpha-beta T cell",0.35576518774387544,13
leukocyte,plasmacytoid dendritic cell,0.35710831830884504,14
leukocyte,dendritic cell,0.3715122309024097,15
leukocyte,"CD8+, alpha-beta mem. T cell",0.3725875043846937,16
leukocyte,kidney loop Henle thick asc. limb epith. cell,0.37634161008782074,17
leukocyte,renal interstitial pericyte,0.3779112946579568,18
leukocyte,naive T cell,0.37902945993494264,19
leukocyte,kidney interstitial fibroblast,0.3820998953527458,20
luminal epith. cell of mammary gland,club cell,0.32737354077469394,1
luminal epith. cell of mammary gland,nasal mucosa goblet cell,0.345750086155744,2
luminal epith. cell of mammary gland,mem. T cell,0.36723659546503296,3
luminal epith. cell of mammary gland,vip GABAergic cortical interneuron,0.3712290645252585,4
luminal epith. cell of mammary gland,cardiac muscle cell,0.3944814917035747,5
luminal epith. cell of mammary gland,alveolar type 2 fibroblast cell,0.39449806228989137,6
luminal epith. cell of mammary gland,naive B cell,0.39476870640296935,7
luminal epith. cell of mammary gland,alveolar macrophage,0.39634254422711657,8
luminal epith. cell of mammary gland,keratinocyte,0.3995004881138483,9
luminal epith. cell of mammary gland,type II pneumocyte,0.4012879438577126,10
luminal epith. cell of mammary gland,neuron,0.40166373533010047,11
luminal epith. cell of mammary gland,respiratory hillock cell,0.4021603149244054,12
